ist_no,station,il,ilce,basin,enlem,boylam,veri_zamani,sicaklik_c,qc_flag,source,date_inferred
17423,MARMARA BARINAK ANA MENDİREK FENERİ,Balıkesir,Marmara,Marmara,40.583839,27.560849,2021-03-06T06:00:00.000Z,9.5,,turkiye.gov.tr,1
17425,LAPSEKİ/ZİNCİRBOZAN FENERİ,Çanakkale,Lapseki,Marmara,40.4206,26.7536,2021-03-06T06:00:00.000Z,10.2,,turkiye.gov.tr,1
17427,BOZCAADA LİMAN GİRİŞİ GÜNEY MENDİREK FENERİ,Çanakkale,Bozcaada,Ege,39.8341,26.0748,2021-03-06T06:00:00.000Z,14.6,,turkiye.gov.tr,1
17428,AYVACIK/GÜLPINAR ANA MENDİREK FENERİ,Çanakkale,Ayvacık,Ege,39.5658,26.0967,2021-03-06T06:00:00.000Z,14.8,,turkiye.gov.tr,1
17430,GÖKÇEADA KALEKÖY ANA MENDİREK FENERİ,Çanakkale,Gökçeada,Ege,40.2317,25.8914,2021-03-06T06:00:00.000Z,12.8,,turkiye.gov.tr,1
17431,BİGA/KARABİGA BAR. (B) NOKTASI GÜNEY MEN. FENERİ,Çanakkale,Biga,Marmara,40.399583,27.305591,2021-03-06T06:00:00.000Z,10.5,,turkiye.gov.tr,1
17432,EZİNE/GEYİKLİ ODUNLUK İSKELE FENERİ,Çanakkale,Ezine,Ege,39.818998,26.160008,2021-03-06T06:00:00.000Z,14.7,,turkiye.gov.tr,1
17434,EZİNE YENİKÖY BAL.BAR. ANA MENDİREK FENERİ,Çanakkale,Ezine,Ege,39.9447,26.1611,2021-03-06T06:00:00.000Z,14.3,,turkiye.gov.tr,1
17435,AKÇAKOCA FENERİ,Düzce,Akçakoca,Karadeniz,41.0922,31.1197,2021-03-06T06:00:00.000Z,9.3,,turkiye.gov.tr,1
17436,ENEZ TALİ MENDİREK FENERİ,Edirne,Enez,Ege,40.698218,26.051263,2021-03-06T06:00:00.000Z,11.3,,turkiye.gov.tr,1
17437,TUZLA AYDINLI LİMAN FENERİ,İstanbul,Tuzla,Marmara,40.850611,29.271174,2021-03-06T06:00:00.000Z,10.1,,turkiye.gov.tr,1
17438,SİLİVRİ ANA MENDİREK FENERİ,İstanbul,Silivri,Marmara,41.072866,28.238398,2021-03-06T06:00:00.000Z,8.6,,turkiye.gov.tr,1
17442,KONAK/İZMİR PASAPORT MENDİREK FENERİ,İzmir,Konak,Ege,38.429236,27.131698,2021-03-06T06:00:00.000Z,12.6,,turkiye.gov.tr,1
17444,KARABURUN/MORDOĞAN ANA MENDİREK (KUZEY) FENERİ,İzmir,Karaburun,Ege,38.517845,26.627861,2021-03-06T06:00:00.000Z,13.6,,turkiye.gov.tr,1
17445,CİDE KUZEY MENDİREK FENERİ,Kastamonu,Cide,Karadeniz,41.9006,32.9778,2021-03-06T06:00:00.000Z,10.3,,turkiye.gov.tr,1
17446,İNEBOLU KUZEY MENDİREK FENERİ,Kastamonu,İnebolu,Karadeniz,41.9817,33.7769,2021-03-06T06:00:00.000Z,9.1,,turkiye.gov.tr,1
17447,VİZE/MİDYE KIYIKÖY BATI MENDİREK FENERİ (ANA),Kırklareli,Vize,Karadeniz,41.630847,28.101353,2021-03-06T06:00:00.000Z,7.3,,turkiye.gov.tr,1
17448,TUZLA İTÜ GÜNEY MENDİREK FENERİ,İstanbul,Tuzla,Marmara,40.811828,29.297373,2021-03-06T06:00:00.000Z,10.2,,turkiye.gov.tr,1
17450,BODRUM YALIKAVAK GEMİTAŞI FENERİ,Muğla,Bodrum,Ege,37.150133,27.263333,2021-03-06T06:00:00.000Z,14.8,,turkiye.gov.tr,1
17451,MARMARA EREĞLİSİ BAL.BAR.ANA MENDİREK FENERİ,Tekirdağ,Marmaraereğlisi,Marmara,40.970825,27.959676,2021-03-06T06:00:00.000Z,6.7,,turkiye.gov.tr,1
17452,YALOVA SAMANLIDERE TALİ (DOĞU) MENDİREK FENERİ,Yalova,Merkez,Marmara,40.660597,29.246969,2021-03-06T06:00:00.000Z,8.9,,turkiye.gov.tr,1
17453,ZONGULDAK GÜNEY MENDİREK FENERİ,Zonguldak,Merkez,Karadeniz,41.458611,31.779166,2021-03-06T06:00:00.000Z,8.4,,turkiye.gov.tr,1
17454,FATİH/KUMKAPI FENERİ,İstanbul,Fatih,Marmara,41.000994,28.965432,2021-03-06T06:00:00.000Z,9.8,,turkiye.gov.tr,1
17455,SARIYER/RUMELİ FENERİ BAL. BAR. ANA MENDİREK FENERİ,İstanbul,Sarıyer,Karadeniz,41.229151,29.114919,2021-03-06T06:00:00.000Z,8.9,,turkiye.gov.tr,1
17459,İLKADIM/SAMSUN LİMAN KUZEY MENDİREK FENERİ,Samsun,İlkadım,Karadeniz,41.309587,36.355678,2021-03-06T06:00:00.000Z,8.7,,turkiye.gov.tr,1
17460,ÜNYE BALIKÇI BARINAĞI ANA MENDİREK FENERİ,Ordu,Ünye,Karadeniz,41.116448,37.348722,2021-03-06T06:00:00.000Z,10.1,,turkiye.gov.tr,1
17464,TRABZON LİMANI ANA MENDİREK FENERİ,Trabzon,Ortahisar,Karadeniz,41.006776,39.750108,2021-03-06T06:00:00.000Z,8.2,,turkiye.gov.tr,1
17465,ARAKLI BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Trabzon,Araklı,Karadeniz,40.945081,40.053776,2021-03-06T06:00:00.000Z,7.5,,turkiye.gov.tr,1
17466,ÇAYELİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Rize,Çayeli,Karadeniz,41.090095,40.722557,2021-03-06T06:00:00.000Z,9.1,,turkiye.gov.tr,1
17470,İNCEBURUN (YILDIZADASI) MARMARİS FENERİ,Muğla,Marmaris,Akdeniz,36.813936,28.265907,2021-03-06T06:00:00.000Z,17.6,,turkiye.gov.tr,1
17471,FETHİYE/KIZILADA FENERİ,Muğla,Fethiye,Akdeniz,36.653003,29.044002,2021-03-06T06:00:00.000Z,17.4,,turkiye.gov.tr,1
17472,FETHİYE/İBLİSBURNU DÖKÜNTÜTAŞ FENERİ,Muğla,Fethiye,Akdeniz,36.5455556,29.0108333,2021-03-06T06:00:00.000Z,17.9,,turkiye.gov.tr,1
17473,KAŞ BAYINDIR ANA MENDİREK FENERİ,Antalya,Kaş,Akdeniz,36.183225,29.642011,2021-03-06T06:00:00.000Z,17.6,,turkiye.gov.tr,1
17475,KEMER SIĞLIK FENERİ,Antalya,Kemer,Akdeniz,36.612395,30.574242,2021-03-06T06:00:00.000Z,18.1,,turkiye.gov.tr,1
17476,KONYAALTI/ANTALYA YENİ LİMAN ANA MENDİREK FENERİ,Antalya,Konyaaltı,Akdeniz,36.834011,30.616572,2021-03-06T06:00:00.000Z,17.8,,turkiye.gov.tr,1
17477,ALANYA YENİ YAT LİMAN ANA MENDİREK FENERİ,Antalya,Alanya,Akdeniz,36.557404,31.951419,2021-03-06T06:00:00.000Z,17.3,,turkiye.gov.tr,1
17480,KARATAŞ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Adana,Karataş,Akdeniz,36.557986,35.383499,2021-03-06T06:00:00.000Z,15.0,,turkiye.gov.tr,1
17482,VAN LİMAN,Van,Tuşba,Van Gölü,38.51486,43.307362,2021-03-06T06:00:00.000Z,5.6,,turkiye.gov.tr,1
17483,TATVAN LİMAN,Bitlis,Tatvan,Van Gölü,38.512592,42.302103,2021-03-06T06:00:00.000Z,3.5,,turkiye.gov.tr,1
17484,ADİLCEVAZ LİMAN,Bitlis,Adilcevaz,Van Gölü,38.797236,42.729931,2021-03-06T06:00:00.000Z,2.6,,turkiye.gov.tr,1
17486,İSKENDERUN KÖRFEZİ,Hatay,Payas,Akdeniz,36.59159,36.17992,2021-03-06T06:00:00.000Z,16.2,,turkiye.gov.tr,1
17489,MUDANYA/GÜZELYALI BALIKÇI BARINAĞI,Bursa,Mudanya,Marmara,40.35612,28.934036,2021-03-06T06:00:00.000Z,8.5,,turkiye.gov.tr,1
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2021-03-06T06:00:00.000Z,5.6,,turkiye.gov.tr,1
17015,AKÇAKOCA,Düzce,Akçakoca,Karadeniz,41.089528,31.143039,2021-04-20T06:00:00.000Z,9.6,,mgm,0
17024,İNEBOLU,Kastamonu,İnebolu,Karadeniz,41.978937,33.762945,2021-04-20T06:00:00.000Z,10.0,,mgm,0
17026,SİNOP,Sinop,Merkez,Karadeniz,42.029821,35.154286,2021-04-20T06:00:00.000Z,11.2,,mgm,0
17030,SAMSUN BÖLGE,Samsun,Atakum,Karadeniz,41.344286,36.255794,2021-04-20T06:00:00.000Z,10.7,,mgm,0
17033,ORDU,Ordu,Altınordu,Karadeniz,40.983833,37.885833,2021-04-20T06:00:00.000Z,12.0,,mgm,0
17034,GİRESUN,Giresun,Merkez,Karadeniz,40.922667,38.387833,2021-04-20T06:00:00.000Z,9.7,,mgm,0
17038,TRABZON HAVALİMANI,Trabzon,Ortahisar,Karadeniz,40.999133,39.779248,2021-04-20T06:00:00.000Z,9.2,,mgm,0
17040,RİZE,Rize,Merkez,Karadeniz,41.04,40.501333,2021-04-20T06:00:00.000Z,10.1,,mgm,0
17042,HOPA,Artvin,Hopa,Karadeniz,41.4065,41.433,2021-04-20T06:00:00.000Z,12.1,,mgm,0
17056,TEKİRDAĞ,Tekirdağ,Süleymanpaşa,Marmara,40.957959,27.496181,2021-04-20T06:00:00.000Z,11.8,,mgm,0
17059,SARIYER/KUMKÖY-KİLYOS,İstanbul,Sarıyer,Karadeniz,41.25047,29.038367,2021-04-20T06:00:00.000Z,10.2,,mgm,0
17112,ÇANAKKALE,Çanakkale,Merkez,Marmara,40.141428,26.399616,2021-04-20T06:00:00.000Z,13.8,,mgm,0
17175,AYVALIK,Balıkesir,Ayvalık,Ege,39.311292,26.686445,2021-04-20T06:00:00.000Z,13.2,,mgm,0
17180,DİKİLİ,İzmir,Dikili,Ege,39.073861,26.888093,2021-04-20T06:00:00.000Z,17.1,,mgm,0
17220,İZMİR BÖLGE,İzmir,Konak,Ege,38.3945,27.0821,2021-04-20T06:00:00.000Z,15.6,,mgm,0
17221,ÇEŞME,İzmir,Çeşme,Ege,38.303858,26.372882,2021-04-20T06:00:00.000Z,17.5,,mgm,0
17232,KUŞADASI,Aydın,Kuşadası,Ege,37.859636,27.265115,2021-04-20T06:00:00.000Z,18.0,,mgm,0
17290,BODRUM,Muğla,Bodrum,Ege,37.032611,27.439801,2021-04-20T06:00:00.000Z,17.8,,mgm,0
17296,FETHİYE,Muğla,Fethiye,Akdeniz,36.626611,29.123804,2021-04-20T06:00:00.000Z,18.3,,mgm,0
17297,DATÇA,Muğla,Datça,Ege,36.707945,27.691918,2021-04-20T06:00:00.000Z,17.2,,mgm,0
17298,MARMARİS,Muğla,Marmaris,Akdeniz,36.83926,28.244995,2021-04-20T06:00:00.000Z,18.1,,mgm,0
17302,ANTALYA BÖLGE,Antalya,Muratpaşa,Akdeniz,36.885073,30.682793,2021-04-20T06:00:00.000Z,18.8,,mgm,0
17310,ALANYA,Antalya,Alanya,Akdeniz,36.54999,31.979822,2021-04-20T06:00:00.000Z,18.3,,mgm,0
17320,ANAMUR,Mersin,Anamur,Akdeniz,36.068614,32.864876,2021-04-20T06:00:00.000Z,18.9,,mgm,0
17340,MERSİN,Mersin,Yenişehir,Akdeniz,36.780904,34.603125,2021-04-20T06:00:00.000Z,19.4,,mgm,0
17370,İSKENDERUN,Hatay,İskenderun,Akdeniz,36.592358,36.158158,2021-04-20T06:00:00.000Z,19.8,,mgm,0
17375,FİNİKE,Antalya,Finike,Akdeniz,36.3024,30.1458,2021-04-20T06:00:00.000Z,18.8,,mgm,0
17380,KAŞ,Antalya,Kaş,Akdeniz,36.200579,29.649995,2021-04-20T06:00:00.000Z,18.1,,mgm,0
17387,GİRESUN PALAMUT KAYALIĞI MAHMUZ FENERİ,Giresun,Merkez,Karadeniz,40.9182,38.3783,2021-04-20T20:36:00.000Z,4.0,,mgm,0
17425,LAPSEKİ/ZİNCİRBOZAN FENERİ,Çanakkale,Lapseki,Marmara,40.4206,26.7536,2021-04-20T20:36:00.000Z,12.5,,mgm,0
17427,BOZCAADA LİMAN GİRİŞİ GÜNEY MENDİREK FENERİ,Çanakkale,Bozcaada,Ege,39.8341,26.0748,2021-04-20T20:36:00.000Z,15.0,,mgm,0
17428,AYVACIK/GÜLPINAR ANA MENDİREK FENERİ,Çanakkale,Ayvacık,Ege,39.5658,26.0967,2021-04-20T20:36:00.000Z,16.4,,mgm,0
17430,GÖKÇEADA KALEKÖY ANA MENDİREK FENERİ,Çanakkale,Gökçeada,Ege,40.2317,25.8914,2021-04-20T20:36:00.000Z,14.2,,mgm,0
17431,BİGA/KARABİGA BAR. (B) NOKTASI GÜNEY MEN. FENERİ,Çanakkale,Biga,Marmara,40.399583,27.305591,2021-04-20T20:36:00.000Z,12.8,,mgm,0
17432,EZİNE/GEYİKLİ ODUNLUK İSKELE FENERİ,Çanakkale,Ezine,Ege,39.818998,26.160008,2021-04-20T20:36:00.000Z,18.2,,mgm,0
17433,GÖKÇEADA UĞURLU LİMAN FENERİ,Çanakkale,Gökçeada,Ege,40.1153,25.6989,2021-04-20T20:36:00.000Z,14.0,,mgm,0
17434,EZİNE YENİKÖY BAL.BAR. ANA MENDİREK FENERİ,Çanakkale,Ezine,Ege,39.9447,26.1611,2021-04-20T20:36:00.000Z,15.2,,mgm,0
17445,CİDE KUZEY MENDİREK FENERİ,Kastamonu,Cide,Karadeniz,41.9006,32.9778,2021-04-20T20:36:00.000Z,11.9,,mgm,0
17446,İNEBOLU KUZEY MENDİREK FENERİ,Kastamonu,İnebolu,Karadeniz,41.9817,33.7769,2021-04-20T20:36:00.000Z,10.0,,mgm,0
17455,SARIYER/RUMELİ FENERİ BAL. BAR. ANA MENDİREK FENERİ,İstanbul,Sarıyer,Karadeniz,41.229151,29.114919,2021-04-20T20:36:00.000Z,10.4,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2021-04-20T20:36:00.000Z,8.6,,mgm,0
17421,AYVALIK KANAL SANCAK A FENERİ,Balıkesir,Ayvalık,Ege,39.323394,26.640546,2021-04-20T20:37:00.000Z,16.2,,mgm,0
17423,MARMARA BARINAK ANA MENDİREK FENERİ,Balıkesir,Marmara,Marmara,40.583839,27.560849,2021-04-20T20:37:00.000Z,12.5,,mgm,0
17426,BARTIN GÜNEY MENDİREK FENERİ,Bartın,Merkez,Karadeniz,41.6864,32.2261,2021-04-20T20:37:00.000Z,10.5,,mgm,0
17435,AKÇAKOCA FENERİ,Düzce,Akçakoca,Karadeniz,41.0922,31.1197,2021-04-20T20:37:00.000Z,10.0,,mgm,0
17436,ENEZ TALİ MENDİREK FENERİ,Edirne,Enez,Ege,40.698218,26.051263,2021-04-20T20:37:00.000Z,13.9,,mgm,0
17437,TUZLA AYDINLI LİMAN FENERİ,İstanbul,Tuzla,Marmara,40.850611,29.271174,2021-04-20T20:37:00.000Z,11.7,,mgm,0
17438,SİLİVRİ ANA MENDİREK FENERİ,İstanbul,Silivri,Marmara,41.072866,28.238398,2021-04-20T20:37:00.000Z,12.6,,mgm,0
17440,URLA BALIKÇI BARINAĞI MENDİREK FENERİ,İzmir,Urla,Ege,38.364761,26.772665,2021-04-20T20:37:00.000Z,14.4,,mgm,0
17442,KONAK/İZMİR PASAPORT MENDİREK FENERİ,İzmir,Konak,Ege,38.429236,27.131698,2021-04-20T20:37:00.000Z,16.5,,mgm,0
17444,KARABURUN/MORDOĞAN ANA MENDİREK (KUZEY) FENERİ,İzmir,Karaburun,Ege,38.517845,26.627861,2021-04-20T20:37:00.000Z,14.4,,mgm,0
17447,VİZE/MİDYE KIYIKÖY BATI MENDİREK FENERİ (ANA),Kırklareli,Vize,Karadeniz,41.630847,28.101353,2021-04-20T20:37:00.000Z,9.8,,mgm,0
17448,TUZLA İTÜ GÜNEY MENDİREK FENERİ,İstanbul,Tuzla,Marmara,40.811828,29.297373,2021-04-20T20:37:00.000Z,11.8,,mgm,0
17449,KANDIRA/KEFKEN ADASI DOĞU MENDİREK FENERİ,Kocaeli,Kandıra,Karadeniz,41.211869,30.260694,2021-04-20T20:37:00.000Z,10.1,,mgm,0
17450,BODRUM YALIKAVAK GEMİTAŞI FENERİ,Muğla,Bodrum,Ege,37.150133,27.263333,2021-04-20T20:37:00.000Z,15.5,,mgm,0
17453,ZONGULDAK GÜNEY MENDİREK FENERİ,Zonguldak,Merkez,Karadeniz,41.458611,31.779166,2021-04-20T20:37:00.000Z,9.6,,mgm,0
17459,İLKADIM/SAMSUN LİMAN KUZEY MENDİREK FENERİ,Samsun,İlkadım,Karadeniz,41.309587,36.355678,2021-04-20T20:37:00.000Z,11.3,,mgm,0
17466,ÇAYELİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Rize,Çayeli,Karadeniz,41.090095,40.722557,2021-04-20T20:37:00.000Z,11.4,,mgm,0
17473,KAŞ BAYINDIR ANA MENDİREK FENERİ,Antalya,Kaş,Akdeniz,36.183225,29.642011,2021-04-20T20:37:00.000Z,18.1,,mgm,0
17475,KEMER SIĞLIK FENERİ,Antalya,Kemer,Akdeniz,36.612395,30.574242,2021-04-20T20:37:00.000Z,19.3,,mgm,0
17482,VAN LİMAN,Van,Tuşba,Van Gölü,38.51486,43.307362,2021-04-20T20:37:00.000Z,10.9,,mgm,0
17484,ADİLCEVAZ LİMAN,Bitlis,Adilcevaz,Van Gölü,38.797236,42.729931,2021-04-20T20:37:00.000Z,8.7,,mgm,0
17489,MUDANYA/GÜZELYALI BALIKÇI BARINAĞI,Bursa,Mudanya,Marmara,40.35612,28.934036,2021-04-20T20:37:00.000Z,11.5,,mgm,0
17386,BODRUM KARAADA SIĞLIK IŞIKLI ŞAMANDIRA,Muğla,Bodrum,Ege,37.0081,27.4142,2021-04-20T20:38:00.000Z,17.8,,mgm,0
17460,ÜNYE BALIKÇI BARINAĞI ANA MENDİREK FENERİ,Ordu,Ünye,Karadeniz,41.116448,37.348722,2021-04-20T20:38:00.000Z,12.3,,mgm,0
17465,ARAKLI BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Trabzon,Araklı,Karadeniz,40.945081,40.053776,2021-04-20T20:38:00.000Z,9.4,,mgm,0
17479,SİLİFKE/TAŞUCU SEKA ANA MENDİREK FENERİ,Mersin,Silifke,Akdeniz,36.309162,33.889845,2021-04-20T20:38:00.000Z,19.3,,mgm,0
17483,TATVAN LİMAN,Bitlis,Tatvan,Van Gölü,38.512592,42.302103,2021-04-20T20:38:00.000Z,5.8,,mgm,0
17454,FATİH/KUMKAPI FENERİ,İstanbul,Fatih,Marmara,41.000994,28.965432,2021-04-20T20:39:00.000Z,11.3,,mgm,0
17470,İNCEBURUN (YILDIZADASI) MARMARİS FENERİ,Muğla,Marmaris,Akdeniz,36.813936,28.265907,2021-04-20T20:39:00.000Z,18.1,,mgm,0
17464,TRABZON LİMANI ANA MENDİREK FENERİ,Trabzon,Ortahisar,Karadeniz,41.006776,39.750108,2021-04-20T20:40:00.000Z,9.9,,mgm,0
17476,KONYAALTI/ANTALYA YENİ LİMAN ANA MENDİREK FENERİ,Antalya,Konyaaltı,Akdeniz,36.834011,30.616572,2021-04-20T20:40:00.000Z,19.7,,mgm,0
17477,ALANYA YENİ YAT LİMAN ANA MENDİREK FENERİ,Antalya,Alanya,Akdeniz,36.557404,31.951419,2021-04-20T20:40:00.000Z,18.4,,mgm,0
17471,FETHİYE/KIZILADA FENERİ,Muğla,Fethiye,Akdeniz,36.653003,29.044002,2021-04-20T20:41:00.000Z,18.2,,mgm,0
17480,KARATAŞ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Adana,Karataş,Akdeniz,36.557986,35.383499,2021-04-20T20:42:00.000Z,17.7,,mgm,0
17015,AKÇAKOCA,Düzce,Akçakoca,Karadeniz,41.089528,31.143039,2021-06-19T06:00:00.000Z,20.6,,mgm,0
17024,İNEBOLU,Kastamonu,İnebolu,Karadeniz,41.978937,33.762945,2021-06-19T06:00:00.000Z,21.1,,mgm,0
17026,SİNOP,Sinop,Merkez,Karadeniz,42.029821,35.154286,2021-06-19T06:00:00.000Z,19.9,,mgm,0
17030,SAMSUN BÖLGE,Samsun,Atakum,Karadeniz,41.344286,36.255794,2021-06-19T06:00:00.000Z,19.5,,mgm,0
17033,ORDU,Ordu,Altınordu,Karadeniz,40.983833,37.885833,2021-06-19T06:00:00.000Z,21.6,,mgm,0
17034,GİRESUN,Giresun,Merkez,Karadeniz,40.922667,38.387833,2021-06-19T06:00:00.000Z,21.2,,mgm,0
17038,TRABZON HAVALİMANI,Trabzon,Ortahisar,Karadeniz,40.999133,39.779248,2021-06-19T06:00:00.000Z,18.6,,mgm,0
17040,RİZE,Rize,Merkez,Karadeniz,41.04,40.501333,2021-06-19T06:00:00.000Z,18.4,,mgm,0
17042,HOPA,Artvin,Hopa,Karadeniz,41.4065,41.433,2021-06-19T06:00:00.000Z,22.9,,mgm,0
17056,TEKİRDAĞ,Tekirdağ,Süleymanpaşa,Marmara,40.957959,27.496181,2021-06-19T06:00:00.000Z,21.4,,mgm,0
17059,SARIYER/KUMKÖY-KİLYOS,İstanbul,Sarıyer,Karadeniz,41.25047,29.038367,2021-06-19T06:00:00.000Z,19.5,,mgm,0
17112,ÇANAKKALE,Çanakkale,Merkez,Marmara,40.141428,26.399616,2021-06-19T06:00:00.000Z,22.5,,mgm,0
17175,AYVALIK,Balıkesir,Ayvalık,Ege,39.311292,26.686445,2021-06-19T06:00:00.000Z,19.1,,mgm,0
17180,DİKİLİ,İzmir,Dikili,Ege,39.073861,26.888093,2021-06-19T06:00:00.000Z,21.0,,mgm,0
17220,İZMİR BÖLGE,İzmir,Konak,Ege,38.3945,27.0821,2021-06-19T06:00:00.000Z,24.8,,mgm,0
17221,ÇEŞME,İzmir,Çeşme,Ege,38.303858,26.372882,2021-06-19T06:00:00.000Z,22.8,,mgm,0
17232,KUŞADASI,Aydın,Kuşadası,Ege,37.859636,27.265115,2021-06-19T06:00:00.000Z,22.8,,mgm,0
17290,BODRUM,Muğla,Bodrum,Ege,37.032611,27.439801,2021-06-19T06:00:00.000Z,20.7,,mgm,0
17296,FETHİYE,Muğla,Fethiye,Akdeniz,36.626611,29.123804,2021-06-19T06:00:00.000Z,23.6,,mgm,0
17297,DATÇA,Muğla,Datça,Ege,36.707945,27.691918,2021-06-19T06:00:00.000Z,20.1,,mgm,0
17298,MARMARİS,Muğla,Marmaris,Akdeniz,36.83926,28.244995,2021-06-19T06:00:00.000Z,21.9,,mgm,0
17302,ANTALYA BÖLGE,Antalya,Muratpaşa,Akdeniz,36.885073,30.682793,2021-06-19T06:00:00.000Z,24.3,,mgm,0
17310,ALANYA,Antalya,Alanya,Akdeniz,36.54999,31.979822,2021-06-19T06:00:00.000Z,22.8,,mgm,0
17320,ANAMUR,Mersin,Anamur,Akdeniz,36.068614,32.864876,2021-06-19T06:00:00.000Z,23.8,,mgm,0
17340,MERSİN,Mersin,Yenişehir,Akdeniz,36.780904,34.603125,2021-06-19T06:00:00.000Z,25.5,,mgm,0
17370,İSKENDERUN,Hatay,İskenderun,Akdeniz,36.592358,36.158158,2021-06-19T06:00:00.000Z,27.0,,mgm,0
17375,FİNİKE,Antalya,Finike,Akdeniz,36.3024,30.1458,2021-06-19T06:00:00.000Z,23.9,,mgm,0
17380,KAŞ,Antalya,Kaş,Akdeniz,36.200579,29.649995,2021-06-19T06:00:00.000Z,24.1,,mgm,0
17434,EZİNE YENİKÖY BAL.BAR. ANA MENDİREK FENERİ,Çanakkale,Ezine,Ege,39.9447,26.1611,2021-06-19T12:06:00.000Z,19.9,,mgm,0
17389,ADALAR ŞAMANDIRA,İstanbul,Adalar,Marmara,40.93278,28.94889,2021-06-19T13:03:00.000Z,20.3,,mgm,0
17425,LAPSEKİ/ZİNCİRBOZAN FENERİ,Çanakkale,Lapseki,Marmara,40.4206,26.7536,2021-06-19T13:03:00.000Z,25.3,,mgm,0
17428,AYVACIK/GÜLPINAR ANA MENDİREK FENERİ,Çanakkale,Ayvacık,Ege,39.5658,26.0967,2021-06-19T13:03:00.000Z,24.5,,mgm,0
17431,BİGA/KARABİGA BAR. (B) NOKTASI GÜNEY MEN. FENERİ,Çanakkale,Biga,Marmara,40.399583,27.305591,2021-06-19T13:03:00.000Z,24.2,,mgm,0
17433,GÖKÇEADA UĞURLU LİMAN FENERİ,Çanakkale,Gökçeada,Ege,40.1153,25.6989,2021-06-19T13:03:00.000Z,24.1,,mgm,0
17445,CİDE KUZEY MENDİREK FENERİ,Kastamonu,Cide,Karadeniz,41.9006,32.9778,2021-06-19T13:03:00.000Z,21.3,,mgm,0
17446,İNEBOLU KUZEY MENDİREK FENERİ,Kastamonu,İnebolu,Karadeniz,41.9817,33.7769,2021-06-19T13:03:00.000Z,21.4,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2021-06-19T13:03:00.000Z,21.7,,mgm,0
17436,ENEZ TALİ MENDİREK FENERİ,Edirne,Enez,Ege,40.698218,26.051263,2021-06-19T13:04:00.000Z,22.0,,mgm,0
17459,İLKADIM/SAMSUN LİMAN KUZEY MENDİREK FENERİ,Samsun,İlkadım,Karadeniz,41.309587,36.355678,2021-06-19T13:04:00.000Z,19.9,,mgm,0
17460,ÜNYE BALIKÇI BARINAĞI ANA MENDİREK FENERİ,Ordu,Ünye,Karadeniz,41.116448,37.348722,2021-06-19T13:04:00.000Z,22.7,,mgm,0
17472,FETHİYE/İBLİSBURNU DÖKÜNTÜTAŞ FENERİ,Muğla,Fethiye,Akdeniz,36.5455556,29.0108333,2021-06-19T13:04:00.000Z,23.4,,mgm,0
17473,KAŞ BAYINDIR ANA MENDİREK FENERİ,Antalya,Kaş,Akdeniz,36.183225,29.642011,2021-06-19T13:04:00.000Z,23.4,,mgm,0
17474,FİNİKE BALIKÇI BARINAĞI ANA MENDİREK FENER,Antalya,Finike,Akdeniz,36.2953,30.1533,2021-06-19T13:04:00.000Z,24.7,,mgm,0
17475,KEMER SIĞLIK FENERİ,Antalya,Kemer,Akdeniz,36.612395,30.574242,2021-06-19T13:04:00.000Z,24.6,,mgm,0
17482,VAN LİMAN,Van,Tuşba,Van Gölü,38.51486,43.307362,2021-06-19T13:04:00.000Z,22.4,,mgm,0
17483,TATVAN LİMAN,Bitlis,Tatvan,Van Gölü,38.512592,42.302103,2021-06-19T13:04:00.000Z,26.5,,mgm,0
17484,ADİLCEVAZ LİMAN,Bitlis,Adilcevaz,Van Gölü,38.797236,42.729931,2021-06-19T13:04:00.000Z,18.9,,mgm,0
17386,BODRUM KARAADA SIĞLIK IŞIKLI ŞAMANDIRA,Muğla,Bodrum,Ege,37.0081,27.4142,2021-06-19T13:05:00.000Z,21.4,,mgm,0
17450,BODRUM YALIKAVAK GEMİTAŞI FENERİ,Muğla,Bodrum,Ege,37.150133,27.263333,2021-06-19T13:05:00.000Z,20.9,,mgm,0
17466,ÇAYELİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Rize,Çayeli,Karadeniz,41.090095,40.722557,2021-06-19T13:05:00.000Z,21.2,,mgm,0
17489,MUDANYA/GÜZELYALI BALIKÇI BARINAĞI,Bursa,Mudanya,Marmara,40.35612,28.934036,2021-06-19T13:05:00.000Z,20.9,,mgm,0
17465,ARAKLI BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Trabzon,Araklı,Karadeniz,40.945081,40.053776,2021-06-19T13:06:00.000Z,19.6,,mgm,0
